"claim_text","immigration","healthcare","crime","economy","education","legal_political","elections","foreign_policy","verdict","speaker"
"Lake Erie supports nearly 10 percent of Ohios jobs and generates $750 million in state and local taxes.",0,0,0,1,0,0,0,0,"Mostly True","betty-sutton"
"Citing his efforts to secure the border, Obama said, Overall, the number of people trying to cross our border illegally is the lowest it has been since the 1970s.",1,0,0,0,0,0,0,0,"Mixed","barack-obama"
"State legislators quietly shifted $2 billion from education to road building in 2013.",0,0,0,1,1,0,0,0,"False","alex-mcmurtrie-jr"
"If women seeking an abortion see their ultrasound, the odds are pretty high theyre going to keep the baby.",0,1,0,0,0,0,0,0,"Mostly False","scott-walker"
"The average rate of fraud in the Earned Income Tax Credit, Medicare, Medicaid and food stamps programs is 20 to 25 percent.",0,1,1,1,0,0,0,0,"False","ron-johnson"
"Gov. McAuliffes budget would raid school, other $$ 4 Obamacare in VA.",0,1,0,1,0,0,0,0,"Mostly False","republican-party-virginia"
"Says Connie Mack voted to redefine rape as forcible rape.",0,1,1,0,0,0,0,0,"Mixed","bill-nelson"
"I lowered taxes over the last two years.",0,0,0,1,0,0,0,0,"Mostly True","barack-obama"
"Says Catherine Cortez Masto indicted (Brian Krolicki), who was an innocent man, in order to save Harry Reids political career",0,0,1,0,0,0,0,0,"Mixed","joe-heck"
"In May we generated more jobs than all the rest of the country combined: 28,000 jobs in May for the state, 54,000 for the entire country.",0,0,0,1,0,0,0,0,"Mixed","rick-scott"
"Travis County is surrounded by red counties.",0,0,0,0,0,0,1,0,"True","lloyd-doggett"
"Says the national health care law puts federal bureaucrats between an American citizen and her doctor.",0,1,0,0,0,0,0,0,"False","chris-christie"
"When Nancy Nusbaum was Brown County executive, spending went up nearly 50 percent.",0,0,0,1,0,0,0,0,"Mostly True","wisconsin-manufacturers-and-commerce"
"Rhode Island Treasurer Gina Raimondo raised the mortality rate from 65 to 87 and used a 1994 annuity chart to create the pension crisis.",0,0,0,1,0,0,0,0,"Mostly False","paul-valletta"
"Report: 3 million votes in presidential election cast by illegal aliens.",1,0,0,0,0,0,1,0,"False","blog-posting"
"The IRS is going to be in charge of a huge national database on health care that will include Americans personal, intimate, most close-to-the-vest-secrets.",0,1,0,1,0,0,0,0,"False","michele-bachmann"
"The stories from women saying he groped or forced himself on them largely have been debunked.",0,0,1,0,0,0,0,0,"False","donald-trump"
"Says Chris Christie vetoed equal pay for women 3 times. He only let the bill pass once it became a damaging campaign issue.",0,0,0,1,0,0,0,0,"Mostly False","ultraviolet"
"Says Donald Trump believes that states should actually have the right to lower the minimum wage below $7.25.",0,0,0,1,0,0,0,0,"Mostly True","bernie-s"
"In 2010, 2,694 young people were killed by gunfire. 1,773 were victims of homicide; 67 were elementary school-age children.",0,0,1,0,0,0,0,0,"Mostly True","college-presidents"
"Democrats give Newports to the homeless to get them to the polls.",0,0,0,0,0,0,1,0,"Mixed","tucker-carlson"
"I negotiated open borders to let fleeing refugees into safety from Kosovo.",0,0,0,0,0,0,0,1,"Mostly False","hillary-clinton"
"The tuitions in Virginia colleges...have doubled -- 100 percent -- in the last 10 years.",0,0,0,0,1,0,0,0,"True","bob-mcdonnell"
"We have tougher standards holding toy gun manufacturers and sellers to account than we do for real guns.",0,0,1,0,0,0,0,0,"Mixed","hillary-clinton"
"In the last decade, the average income of the bottom 90 percent of all working Americans actually declined. The top 1 percent saw their income rise by an average of more than a quarter of a million dollars each.",0,0,0,1,0,0,0,0,"Mixed","barack-obama"
"Obamacare is one big fat VA system.",0,1,0,0,0,0,0,0,"False","kimberly-guilfoyle"
"Says the U.S. national debt has tripled during Rep. Greg Waldens time in Congress.",0,0,0,1,0,0,0,0,"Mixed","dennis-linthicum"
"We should be seeing numbers in the 500,000 jobs created per month. (Creating 115,000 jobs, the total from April 2012) is way, way, way off from what should happen in a normal recovery.",0,0,0,1,0,0,0,0,"Mixed","mitt-romney"
"Providence teachers can go five or six years without an evaluation.",0,0,0,0,1,0,0,0,"Mostly True","angel-taveras"
"I fought hard for that (state Senate) seat. I only lost by four points. I raised over $700,000.",0,0,0,0,0,0,1,0,"Mostly False","doug-stoner"
"Coca-Colas CEO said he finds it easier to do work in China than in the United States.",0,0,0,1,0,0,0,0,"Mixed","rick-perry"
"Under the Iran nuclear deal, we give them $150 billion, we get nothing.",0,0,0,0,0,0,0,1,"False","donald-trump"
"Says Your kid just ate 16 packs of sugar.",0,1,0,0,0,0,0,0,"True","multnomah-county"
"Research shows the employer mandate in the House health reform bill would ""place millions 'at substantial risk of unemployment' with minority workers losing their jobs at twice the rate of their white counterparts.""",0,1,0,1,0,0,0,0,"Mixed","house-republicans"
"Dont believe those phony numbers when you hear 4.9 and 5 percent unemployment. The numbers probably 28, 29, as high as 35. In fact, I even heard recently 42 percent.",0,0,0,1,0,0,0,0,"False","donald-trump"
"Says in March New Jersey was one of only eight states in the nation to lose jobs and the state with the highest loss of jobs in the nation.",0,0,0,1,0,0,0,0,"Mostly False","barbara-buono"
"Its estimated that 40 percent of all the guns that are sold in the United States occur with no background records check.",0,0,1,0,0,0,0,0,"Mostly False","tim-kaine"
"The last Christians are about to leave Iraq.",0,0,0,0,0,0,0,1,"False","ron-paul"
"Young veterans have a higher unemployment rate than people who didnt serve.",0,0,0,1,0,0,0,1,"True","barack-obama"
"Says Iowa Senate candidate Joni Ernst promises to shut down the Department of Education and abolish the EPA.",0,0,0,0,1,0,0,0,"True","league-conservation-voters"
"Says Scott Walker cut back early voting and signed legislation that would make it harder for college students to vote.",0,0,0,0,1,0,1,0,"Mostly True","hillary-clinton"
"I have never asked for nor received a single earmark or pork barrel project for my state.",0,0,0,1,0,0,0,0,"False","john-mccain"
"Says Hillary Clinton wants to bring in thousands of refugees to America from all around the world without any kind of security screening.",1,0,0,0,0,0,0,0,"False","rick-scott"
"The Georgia Senate ethics resolution doesnt define cap.",0,0,0,0,0,1,0,0,"Mostly True","david-ralston"
"After initially agreeing with Republicans on an amount for Zika funding, Democrats derailed it.",0,1,0,0,0,0,0,0,"Mixed","paul-ryan"
"We have a legal immigration system in America that accepts 1 million people a year, legally. No other country in the world even comes close to that.",1,0,0,0,0,0,0,0,"Mostly True","marco-rubio"
"Says in Oregon today, the average debt upon college graduation is more than $24,000.",0,0,0,1,1,0,0,0,"Mostly True","jeff-merkley"
"Says you cannot implement Paul Ryans plan without allowing for any increases in revenue.",0,0,0,1,0,0,0,0,"Mixed","kasim-reed"
"Thanks to (Rick) Perrys bad budgeting, the (Texas) highway department has to convert some modern paved state roads back to gravel.",0,0,0,1,0,0,0,0,"Mostly False","texans-americas-future-pac"
"Ohio is losing over 700 family farms a year, some of them just to pay the inheritance tax.",0,0,0,1,0,0,0,0,"True","jim-zehringer"
"Undocumented students who qualify for in-state Oregon tuition are actively working toward U.S. citizenship.",1,0,0,0,1,0,0,0,"Mostly False","michael-denbrow"
"Nearly one in five women in America has been a victim of rape or attempted rape.",1,0,1,0,0,0,0,0,"Mostly True","barack-obama"
"Says according to recent polls,no Republican candidate is doing better against Hillary Clinton than myself.",0,0,0,0,0,0,1,0,"Mostly False","rand-paul"
"I recently had the opportunity to vote to give the president limited authority to begin strikes against terrorists in Iraq and Syria.",0,0,0,0,0,0,0,1,"False","bruce-braley"
"In the last two years, I have supported and proposed $155 billion worth of targeting cuts. Dr. Gingrey has presented zero.",0,0,0,1,0,0,0,0,"Mixed","paul-broun"
"I investigated Abramoff and people ended up in jail.",0,0,0,0,0,1,0,0,"Mostly True","john-mccain"
"﻿﻿Since Mayor Kennedy OBrien took office Sayreville has issued 22,081 building permits! Now OBrien is holding secret meetings with big developers.",0,0,0,0,0,0,1,0,"Mostly False","new-jersey-democratic-state-committee"
"In 2011 alone, 269 New Jerseyans were killed by gun violence.",0,0,1,0,0,0,0,0,"True","sheila-oliver"
"Ben Franklin once quipped that only two things in life were certain: death and taxes. I think even he didnt envision that the tax man would visit on the day of your death.",0,0,0,1,0,0,0,0,"False","jay-hottinger"
"Federal government reneging on Medicaid payments to Wisconsin caused about $240 million in extra costs in the 2013-15 state budget.",0,1,0,1,0,0,0,0,"False","scott-walker"
"Says Rick Perry cut taxes.",0,0,1,1,0,0,0,0,"Mixed","craig-james"
"There are twice as many gun shops as McDonalds in the United States.",0,0,1,0,0,0,0,0,"Mostly True","markel-hutchins"
"This (SCHIP) is socialized medicine. It is going to go to families that make $60,000 a year. Those aren't poor children.",0,1,0,0,0,0,0,0,"True","duncan-hunter"
"Since 2004, more than 2,000 suspected terrorists have legally purchased weapons in the United States.",0,0,1,0,0,0,0,1,"Mostly True","mike-thompson"
"If we keep the minimum wage at the current level, then single-parent families earning the minimum wage at a full-time job will live in poverty in New Jersey.",0,0,0,1,0,0,0,0,"True","wayne-deangelo"
"We are living with a legacy of deficit-spending that began almost a decade ago.",0,0,0,1,0,0,0,0,"Mixed","barack-obama"
"The presidents first major foreign policy speech in Cairo was to apologize for our country.",0,0,0,0,0,0,0,1,"False","kelly-ayotte"
"Two-thirds of our economy is a consumer economy.",0,0,0,1,0,0,0,0,"True","mitt-romney"
"The Milwaukee Bucks are actually younger than the Marquette team.",0,0,0,1,1,0,0,0,"False","peter-feigin"
"Now remember, property taxes went up 70 percent in the 10 years before I became governor.",0,0,0,1,0,0,0,0,"Mostly True","chris-christie"
"Says David Jolly lobbied on a plan by Rep. Paul Ryan that would turn Medicare into a voucher program.",0,1,0,0,0,0,0,0,"Mixed","alex-sink"
"NATO hasn't provided enough troops (in Afghanistan) because they are still angry about us going into Iraq.",0,0,0,0,0,0,0,1,"True","barack-obama"
"Says Donald Trump doesnt believe in equal pay.",0,0,0,1,0,0,0,0,"Mixed","hillary-clinton"
"Says our unemployment insurance trust fund is broke. Were over a billion dollars in debt to the federal government.",0,0,0,1,0,0,0,0,"True","jay-webber"
"Of course, there is large scale voter fraud happening on and before election day.",0,0,1,0,0,0,1,0,"False","donald-trump"
"St. Pete Beachs experiences are a fair example of what could happen if Amendment 4 passes.",0,0,0,0,0,0,1,0,"Mixed","citizens-lower-taxes-and-stronger-economy"
"Forty percent of gross domestic product is state, local, or federal money.",0,0,0,1,0,0,0,0,"Mostly True","cokie-roberts"
"During his first year, President Obama said he was going to visit Kim Jong-ll and Ahmadinejad and Assad and Chavez the worst actors in the world.",0,0,0,0,0,0,0,1,"Mostly False","mitt-romney"
"Says Republican state leaders are using ""Soviet-style"" budget management.",0,0,0,1,0,0,0,0,"False","bill-white"
"Since Debbie Halvorson has been in politics, Illinois has lost hundreds of thousands of jobs.",0,0,0,1,0,0,0,0,"Mixed","adam-kinzinger"
"Says Ive authored the first bipartisan tax reform bill in a quarter-century.",0,0,0,1,0,0,0,0,"Mostly True","ron-wyden"
"Many state and federal agencies have such navigators involved in helping folks maneuver through the often complex processes associated with filing benefits claims, for example -- even buying health insurance.",0,1,0,0,0,0,0,0,"True","bill-nelson"
"SaysJosh Mandels campaign is under FBI investigation",0,0,1,0,0,0,1,0,"False","workers-voice"
"Sharron Angle voted to protect sex offenders.",0,0,0,0,0,1,0,0,"Mostly True","harry-reid"
"I have tremendous support from women.",0,0,0,0,0,0,1,0,"False","donald-trump"
"Floridas revenue is growing at a faster rate than almost any state in the country.",0,0,0,1,0,0,0,0,"Mostly False","jeb-bush"
"The gap between the very rich and everyone else in America is wider today than at any time since the 1920s.",0,0,0,1,0,0,0,0,"Mostly True","bernie-s"
"We know that President Obama stole over $500 billion out of Medicare to switch it over to Obamacare.",0,1,0,1,0,0,0,0,"Mostly False","michele-bachmann"
"A cap-and-trade bill would destroy over 50,000 jobs in Virginia.",0,0,0,1,0,0,0,0,"Mostly False","robert-hurt"
"Nearly 40,000 new jobs have been created in the last year due to the new wells . . . right here in Ohio.",0,0,0,1,0,0,0,0,"False","ohio-oil-and-gas-association"
"Says I worked with our Mayor and other commissioners to help save the school year when a budget crisis in Salem threatened to cut four weeks of the school year, including negotiating with teachers to work for free.",0,0,0,0,1,0,0,0,"False","charlie-hales"
"Sarah Eckhardt refused to take her own pay increases repeatedly.",0,0,0,1,0,0,0,0,"Mixed","change-austinorg"
"Says Greg Abbott converted over $1 million in federal grant money intended for use to prosecute online sexual predators and other cyber crimes and instead used it to harass and prosecute senior citizens who were assisting other senior citizens in applying for mail-in ballots.",1,0,1,0,0,1,1,0,"False","lone-star-project"
"Says President Barack Obamas health care law is expected to destroy 2.3 million jobs.",0,1,0,0,0,0,0,0,"Mostly False","john-boehner"
"John McCain ""is one of the few senators of either party who oppose this bill (to expand education aid for veterans) because he thinks it's too generous.""",0,0,0,0,0,0,0,1,"Mostly False","barack-obama"
"Chris Christie has led New Jersey to a record-breaking 9 credit downgrades.",0,0,0,0,0,0,1,0,"Mostly True","donna-brazile"
"In Texas, sexting is a felony sex offense for teenagers that can mean up to 10 years in prison.",1,0,1,0,0,0,0,0,"Mixed","whoopi-goldberg"
"I fought 38 Studios from the beginning.",0,0,0,1,0,0,0,0,"Mostly False","gina-raimondo"
"Says Wisconsin Gov. Scott Walker turned a $1 billion surplus into a $2.2 billion budget deficit.",0,0,0,1,0,0,0,0,"Mostly False","donald-trump"
"After Reagan took office, ""we didn't raise taxes and we didn't cut entitlements. What we did was we cut taxes.""",0,0,0,1,0,0,0,0,"Mostly False","john-mccain"
"No one was taken into custody for feeding the homeless.",0,0,1,0,0,0,0,0,"Mostly True","jack-seiler"
"[A]n extra 8 million Americans [are] projected to join state Medicaid programs in the next few years.",0,1,0,0,0,0,0,0,"Mixed","phil-gingrey"
"Ohio has created 45,000 new manufacturing jobs since 2010. And thats due in large part to the fact that the auto rescue has helped Ohio.",0,0,0,1,0,0,0,0,"Mixed","ted-strickland"
"West has raised $2 million from those that would leave our beaches in ruins, end Social Security and Medicare, and give corporations free reign.",0,1,0,1,0,0,1,0,"False","ron-klein"
"After Ronald Reagan cut taxes in 1981 the U.S. enjoyed exponential growth.",0,0,0,1,0,0,0,0,"Mostly False","john-loughlin"
"The party in the White House is responsible for a massive tax increase on the middle class.",0,1,0,1,0,0,0,0,"Mostly False","jeb-bush"
"If you look at the three people on the (debate) stage from the United States Senate, all three of them have a combined two bills that became law that theyve sponsored.",0,0,1,0,0,0,0,0,"Mostly True","jeb-bush"
"Ben Unger supported a 15 percent property tax increase on Oregon seniors.",0,0,0,1,0,0,0,0,"Mixed","promote-oregon-leadership-pac-oregon-house-republi"
"Salaries for Virginias teachers are below the national average.",0,0,0,1,1,0,0,0,"True","kitty-boitnott"
"Says millions of dollars in tax breaks were paid for by busting unions, cutting BadgerCare, and raising taxes on the poor and the middle class, thanks to Elizabeth Coggs help.",0,0,0,1,0,0,0,0,"False","we-are-milwaukee"
"The U.S. unemployment rate has remained above 8 percent for 43 consecutive months, the longest stretch since the Great Depression.",0,0,0,1,0,0,0,0,"True","phil-gingrey"
"Thirty-one percent of school districts are still receiving less funding per pupil than they did prior to the dramatic budget cuts of 2011.",0,0,0,1,1,0,0,0,"Mostly True","donna-howard"
"In Ohio, more than half the providers of safe and legal abortion have had to shut down since Gov. John Kasich took office in 2011.",0,1,0,0,0,0,0,0,"Mixed","cecile-richards"
"Fiorinas plan would mean slashing Social Security and Medicare.",0,1,0,1,0,0,0,0,"Mostly False","barbara-boxer"
"Says neither President Barack Obama nor Mexico President Felipe Calderon have been on the border to see whats happening to the citizens of Mexico, and for that matter the citizens of Texas.",1,0,0,0,0,0,0,0,"Mixed","rick-perry"
"Says our national debt is greater than our gross domestic product.",0,0,0,1,0,0,0,0,"Mixed","ted-cruz"
"Members of Congress specifically exempted themselves from many of the laws they have passed, such as being exempt from any fear of prosecution for sexual harassment ... (and) from the healthcare reform.",0,1,0,0,0,0,0,0,"False","chain-email"
"Ten years ago the Austin Water Utility used a total of 240.3 million gallons. Every summer since then our peak day of water use has been lower.",0,0,0,1,0,0,0,0,"True","save-our-springs-alliance"
"First, he said he would take all of our troops out in six months, and now he acknowledges it would take a year.",0,0,0,0,0,0,0,1,"Mixed","joe-biden"
"A law that mandates fingerprinting for gun purchasers is a requirement thats reduced gun crimes in the five states where its the law.",0,0,1,0,0,0,0,0,"Mostly False","marylanders-prevent-gun-violence-education-fund"
"One generation ago we led the world in college graduation. Were 16th today.",0,0,0,0,1,0,0,0,"Mostly True","arne-duncan"
"The labor force participation rate -- the share of the potential workforce that is actually working or looking for work-- currently stands below 63%, the lowest level since the 1970s.",0,0,0,1,0,0,0,0,"True","dave-brat"
"Ten times, no Republican candidate for president had enough delegates to claim the nomination before the partys convention, and seven of those times somebody who was not the leader of delegates was selected as the nominee of the party.",0,0,0,0,0,0,1,0,"Mostly True","john-kasich"
"The president's plan, even after the end of its withdrawal timeline is reached, will leave in place up to 50,000 U.S. troops.",0,0,0,0,0,0,0,1,"False","john-mccain"
"Says Texas does not regulate the appearance of some kinds of imitation firearms sold in Texas.",1,0,1,0,0,0,0,0,"Mostly True","eddie-lucio-jr"
"Says that when adjusted for inflation and population growth, state general revenue spending has decreased 10.7 percent on his watch.",0,0,0,1,0,0,0,0,"Mixed","david-dewhurst"
"One out of 10 minimum-wage workers in the U.S. live in Texas.",0,0,0,1,0,0,0,0,"True","stephanie-cutter"
"Laurie Monnes Anderson voted to let violent criminals out of jail early.",1,0,1,0,0,0,0,0,"Mostly True","oregon-senate-republicans"
"Republicans would give seniors a (Medicare) voucher that limits whats covered, costing seniors as much as $6,400 more a year.",0,1,0,0,0,0,0,0,"Mixed","kathleen-sebelius"
"Donald Trump is appealing as much to Democrats as he is to Republicans.",0,0,0,0,0,0,1,0,"False","mike-rogers"
"For people in the top 1 percent for income, your effective tax burden is in the low 20s, the lowest its been in decades and decades and decades -- lower than somebody who might make substantially less money.",0,0,0,1,0,0,0,0,"Mixed","timothy-geithner"
"Ninety-five percent of Oregonians now have health insurance coverage, tens of thousands for the very first time.",0,1,0,0,0,0,0,0,"True","john-kitzhaber"
"The sales tax increase, if approved, will cost taxpayers up to $300 million per year, in perpetuity, to finance a rail system for the City of Tampa.",0,0,0,1,0,0,0,0,"Mostly False","sam-rashid"
"Among the developed nations, we are the least economically and socially mobile country in the world.",0,0,0,1,0,0,0,0,"True","jeb-bush"
"Bill Nelson voted for a ban on millions of commonly owned firearms, which included many popular hunting and target rifles.",0,0,1,0,0,0,0,0,"False","national-rifle-association"
"Says that in his book, Rick Perry said that Social Security is unconstitutional.",0,0,0,1,0,1,0,0,"Mostly True","mitt-romney"
"More lives have been lost because of the war with the drug cartels in Juarez alone, just a few blocks from the United States of America, than have been lost in the war in Afghanistan.",1,0,1,0,0,0,0,1,"False","greg-abbott"
"Marco Rubio thinks that government shouldn't be in the health care business at all.",0,1,0,0,0,0,0,0,"False","kendrick-meek"
"Swaziland has the highest rate of HIV infection in the world.",0,1,0,0,0,0,0,0,"True","david-beckham"
"Gov. Bob McDonnell launched a raid on public education to pay for roads.",0,0,0,1,1,0,0,0,"Mostly True","democratic-party-virginia"
"The national debt ""has gone up by $1,729,000,000 during the Isner v. Mahut match.""",0,0,0,1,0,0,0,0,"True","vern-buchanan"
"Says that Mitt Romneys response to the crisis in the auto industry was, Let Detroit go bankrupt.",0,0,0,1,0,0,0,0,"Mixed","jennifer-granholm"
"Multnomah County has faced 11 straight years of cuts",0,0,0,1,0,0,0,0,"Mixed","jeff-cogen"
"On sequestration",0,0,0,1,0,0,0,0,"False","eric-cantor"
"I have now put out all of my emails.",0,0,1,0,0,0,0,0,"Mixed","hillary-clinton"
"Georgia ranks 49th for women serving in elected state and federal offices.",0,0,0,0,0,0,1,0,"True","institute-womens-policy-research"
"We live in the most incarcerated country in the world.",1,0,1,0,0,0,0,0,"Mostly True","john-legend"
"Studies have consistently failed to establish the existence of a link between the harshness of a countrys drug laws and its levels of drug use.",0,1,1,0,0,0,0,0,"Mostly True","kofi-annan"
"Says President Barack Obama neversaid, No boots on the ground in Syria.",0,0,0,0,0,0,0,1,"False","john-kirby"
"Wisconsins Supreme Court justices are deciding fewer opinions in civil and criminal cases than they used to.",1,0,1,0,0,1,0,0,"False","ed-fallone"
"President Obamas health care law says when you sell your house now you have to pay a 3.8 percent tax.",0,1,0,1,0,0,0,0,"False","vincent-buddy-cianci"
"Six justices on the U.S. Supreme Court have been confirmed in presidential election years since 1912.",0,0,0,0,0,1,0,0,"True","gwen-moore"
"We have more people working in the state of New Jersey today than weve ever had in our history.",0,0,0,1,0,0,0,0,"False","jennifer-beck"
"Judithanne McLauchlan was part of a group that supports imposing a state income tax on Floridians.",0,0,0,1,0,0,0,0,"Mostly False","republican-party-florida"
"The Earth is not warming.",0,0,1,0,0,0,0,0,"False","barry-smitherman"
"Says the federal government is spending $765,828 to subsidize pancakes for yuppies in Washington.",0,0,0,1,0,0,0,0,"Mixed","roger-williams"
"The man who was in charge of the investigation of Hillary Clinton accepted essentially from Hillary Clinton $675,000 that went to his wife.",1,0,1,0,0,1,1,0,"Mostly False","donald-trump"
"The Republican Party has the worst reputation in American polling of any political party in history.",0,0,0,0,0,0,1,0,"Mixed","maria-cardona"
"Nevada is still a state that is 80 percent white voters.",0,0,0,0,0,0,1,0,"False","brian-fallon"
"There are currently delays of up to six months in the processing of DNA evidence at the state run crime lab.",0,0,1,0,0,0,0,0,"Mixed","mike-dewine"
"We have lost 600,000 jobs over the period of the last 10 years. Only Michigan and California have done worse.",0,0,0,1,0,0,0,0,"True","john-kasich"
"We have an 80 percent graduation rate in high school after spending more per student than any country in the world other than Liechtenstein, I think, or Luxembourg and a couple other small countries.",0,0,0,0,1,0,0,0,"True","jeb-bush"
"The health care bill will subsidize families of four that make more than $80,000 a year.",0,1,0,0,0,0,0,0,"True","orrin-hatch"
"Says an estimate that Texas will face an $18 billion budget gap is a number that somebody just reached up in the air and grabbed.""",0,0,0,1,0,0,0,0,"False","rick-perry"
"The health care law imposes a federal mandate requiring middle-class Americans to buy health insurance whether they can afford it or not.",0,1,0,0,0,0,0,0,"Mostly False","artur-davis"
"On whether he would run for U.S. Senate in 2012.",0,0,0,0,0,0,1,0,"False","connie-mack"
"Says opposing the Paycheck Fairness Act is part of the Koch brothers agenda.",0,0,0,1,0,0,0,0,"Mixed","gary-peters"
"Says he never said he wanted to move Social Security back to the states.",0,0,0,1,0,0,0,0,"Mostly False","rick-perry"
"McCain called for less regulation21 times just this year.",0,0,0,1,0,0,0,0,"Mostly True","barack-obama"
"This past (legislative) session, we passed out of the Legislature a resolution requiring Congress to pass a balanced-budget amendment to the (U.S.) Constitution.",0,0,0,1,0,0,0,0,"Mixed","david-dewhurst"
"Our tax rates are lower now than they were under Ronald Reagan. Theyre much lower than they were under Dwight Eisenhower.",0,0,0,1,0,0,0,0,"Mostly True","barack-obama"
"Thirty-seven percent of Central Falls retired police officers and firefighters are out on disability pensions; in most municipalities, about 5 percent of retirees collect disability pensions.",0,0,0,1,0,0,0,0,"False","stephen-lisauskas"
"In 2008, 33.2 percent of those who voted early on the last Sunday before Election Day were African-American, while 23.6 percent were Hispanic.",0,0,0,0,0,0,1,0,"True","corrine-brown"
"Theres a 1.5 percent to 2 percent overhead in Medicare. The insurance companies have a 20 percent to 30 percent overhead.",0,1,0,0,0,0,0,0,"Mixed","barbara-boxer"
"47 - New provisions ObamaCare charges the IRS with implementing, according to the Government Accountability Office.",0,1,0,1,0,0,0,0,"True","dave-joyce"
"Josh Mandel used to be pro-choice, now hes anti-choice. He used to be sympathetic towards gay and lesbians and now hes [not].",0,1,0,0,0,0,0,0,"Mixed","ted-strickland"
"Obamacare-caused paperwork will annually absorb 190 million hours or more--and Mount Rushmore could be built 1,547 times over with the paperwork.",0,1,0,1,0,0,0,0,"Mostly False","ted-cruz"
"Fifty percent of our students who enter higher education need to take remedial courses because they are not prepared for college-level work.",0,0,0,1,1,0,0,0,"Mostly False","donna-howard"
"We have over 300,000,000 weapons, firearms in this country. Thats almost as big as the population.",0,0,1,0,0,0,0,0,"True","james-florio"
"The five Taliban detainees being released from Guantanamo in exchange for captured Army Sgt. Bowe Bergdahl are the hardest of the hard-core. These are the highest high-risk people.",0,0,0,0,0,0,0,1,"Mostly True","john-mccain"
"Says Israel Prime Minister Benjamin Netanyahu didnt change his position on a two-state solution.",0,0,0,0,0,0,0,1,"Mostly False","ron-dermer"
"Says women who need a sonogram in the eighth to 10th week of pregnancy have to get a transvaginal sonogram.",0,1,0,0,0,0,0,0,"Mostly True","carol-alvarado"
"Theres still about $400 billion or $500 billion of the stimulus plan that has not been spent. Why dont we stop it.",0,0,0,1,0,0,0,0,"False","john-boehner"
"Says Alex Sink supported a $5.2 billion increase in Floridas debt.",0,0,0,1,0,0,0,0,"Mostly False","republican-party-florida"
"Of the topfive cities for staged automobile accidents, three are in Florida. We rank No. 1 in the country in staged auto accidents.",0,0,1,0,0,0,0,0,"Mostly True","jeff-atwater"
"Frank Guinta voted to make middle class taxpayers pay over a $1,000 more a year in taxes.",0,0,0,1,0,0,0,0,"Mostly False","democratic-congressional-campaign-committee"
"For years now, we have spent more money than we have taken in.",0,0,0,1,0,0,0,0,"Mixed","annise-parker"
"Senate Democrats who left the state for weeks to delay a vote on union bargaining power exercised a Wisconsin filibuster provided by the states constitution.",0,0,0,1,0,0,0,0,"Mostly False","chris-larson"
"The Pink Pony club in DeKalb County has never been cited for any violation of an ordinance or state law.",0,0,0,0,0,1,0,0,"True","pink-pony"
"Since 2008, Gwinnett Countys population has grown 15 percent, while the county government staff has increased only 1 percent.",1,0,0,1,0,0,0,0,"True","charlotte-nash"
"North Korea is telling its people that their mens national team is in the World Cup final.",0,0,0,0,0,0,0,1,"False","blog-posting"
"Says David Jolly refused to cut spending for a national greenhouse in D.C.",0,0,0,1,0,0,0,0,"True","club-growth"
"Says David Dewhurst went out for drinks during Senate debate on abortion bill.",0,1,1,0,0,0,0,0,"Mixed","todd-staples"
"The CDC issued a report commissioned by President Obama just earlier this year, and it found some very inconvenient facts. Armed citizens are less likely harmed by attackers. Effectiveness of gun control laws is mixed. Gun buybacks dont work.",0,1,1,0,0,0,0,0,"Mixed","se-cupp"
"The Walton family of Walmart ... This one family owns more wealth than the bottom 40 percent of the American people.",0,0,0,1,0,0,0,0,"True","bernie-s"
"Cuccinelli wants to make all abortion illegal, even in cases of rape and incest, even to protect a womans health.",0,1,0,0,0,0,0,0,"Mostly False","terry-mcauliffe"
"Says Rand Paul thinks drug-dealing, theft, burglary and prostitution should be decriminalized.",0,0,1,0,0,0,0,0,"False","jack-conway"
"By the time you drink your coffee, an elephant is killed for its ivory tusks.",0,0,0,1,0,0,0,0,"Mixed","minka-kelly"
"The overwhelming amount of the money that were raisingis not going to Hillary (Clinton) to run for president. ...Its going to the congressmen and senators to try to take back Congress.",0,0,1,0,0,0,1,0,"Mixed","george-clooney"
"Says his 9-9-9 tax reform plan is not regressive.",0,0,0,1,0,0,0,0,"False","herman-cain"
"About half the people who would qualify for Medicaid expansion in Florida can buy a health care plan for $30 a month on the federal health care exchange.",0,1,0,0,0,0,0,0,"Mixed","will-weatherford"
"Until the new Iran deal, China and Russia have never voted with us at the U.N. on any sanctions on Iran in the past.",0,0,0,0,0,0,0,1,"False","nancy-pelosi"
"Insurers delayed an Illinois man's treatment, and he died because of it.",0,1,0,0,0,0,0,0,"False","barack-obama"
"Says Hillary Clinton supported North American Free Trade Agreement), and she supported Chinas entrance into the World Trade Organization. She supported the job-killing trade deal with South Korea. She supported the Trans-Pacific Partnership.",0,0,0,1,0,0,0,0,"Mostly True","donald-trump"
"Says there are Ohio Turnpike workers getting paid $66,000 a year to collect tolls that machines might collect.",0,0,0,1,0,0,0,0,"Mostly True","john-kasich"
"An audit shows there are 6.5 million people who have active Social Security numbers who are 112 years of age or older,",0,0,0,1,0,0,0,0,"True","mark-warner"
"This administration is slashing the Navy to pay for more Obamacare.",0,1,0,0,0,0,0,1,"False","ed-gillespie"
